precision,recall
0.5628458498023715,1.0
0.573268921095008,1.0
0.5788617886178862,1.0
0.5836065573770491,1.0
0.5953177257525084,1.0
0.5998315080033698,1.0
0.6018596787827557,1.0
0.6039016115351993,1.0
0.6080273270708796,1.0
0.6122098022355976,1.0
0.6164502164502165,1.0
0.6212914485165794,1.0
0.624561403508772,1.0
0.6289752650176679,1.0
0.6323268206039077,1.0
0.6345811051693404,1.0
0.6365264100268576,0.9985955056179775
0.6376681614349776,0.9985955056179775
0.6411181244364292,0.9985955056179775
0.6434389140271494,0.9985955056179775
0.6451905626134301,0.9985955056179775
0.6505032021957914,0.9985955056179775
0.6525735294117647,0.9971910112359551
0.6531738730450782,0.9971910112359551
0.6555863342566943,0.9971910112359551
0.6598513011152416,0.9971910112359551
0.6604651162790698,0.9971910112359551
0.6647940074906367,0.9971910112359551
0.6691800188501413,0.9971910112359551
0.6749049429657795,0.9971910112359551
0.6774809160305344,0.9971910112359551
0.6784688995215311,0.9957865168539326
0.6797698945349953,0.9957865168539326
0.6804222648752399,0.9957865168539326
0.6823869104908566,0.9957865168539326
0.6830443159922929,0.9957865168539326
0.686350435624395,0.9957865168539326
0.6903602726387537,0.9957865168539326
0.6923828125,0.9957865168539326
0.6944172380019589,0.9957865168539326
0.6964636542239686,0.9957865168539326
0.7012858555885262,0.9957865168539326
0.7023809523809523,0.9943820224719101
0.7044776119402985,0.9943820224719101
0.708,0.9943820224719101
0.7094188376753507,0.9943820224719101
0.7122736418511066,0.9943820224719101
0.7151515151515152,0.9943820224719101
0.718052738336714,0.9943820224719101
0.7206931702344547,0.9929775280898876
0.7236438075742068,0.9929775280898876
0.7266187050359713,0.9929775280898876
0.7281153450051493,0.9929775280898876
0.7288659793814433,0.9929775280898876
0.7296181630546955,0.9929775280898876
0.7311271975180972,0.9929775280898876
0.7318840579710145,0.9929775280898876
0.7326424870466322,0.9929775280898876
0.7349272349272349,0.9929775280898876
0.7356919875130072,0.9929775280898876
0.7387669801462905,0.9929775280898876
0.7395397489539749,0.9929775280898876
0.7426470588235294,0.9929775280898876
0.7457805907172996,0.9929775280898876
0.7465681098204857,0.9929775280898876
0.7481481481481481,0.9929775280898876
0.7505307855626328,0.9929775280898876
0.7529286474973376,0.9929775280898876
0.7545357524012807,0.9929775280898876
0.7577706323687031,0.9929775280898876
0.7593984962406015,0.9929775280898876
0.7591397849462366,0.9915730337078652
0.7607758620689655,0.9915730337078652
0.761596548004315,0.9915730337078652
0.7624190064794817,0.9915730337078652
0.7640692640692641,0.9915730337078652
0.7665580890336591,0.9915730337078652
0.7673913043478261,0.9915730337078652
0.7699018538713195,0.9915730337078652
0.7724288840262582,0.9915730337078652
0.7732749178532311,0.9915730337078652
0.7741228070175439,0.9915730337078652
0.7749725576289791,0.9915730337078652
0.7766776677667767,0.9915730337078652
0.7783902976846747,0.9915730337078652
0.7809734513274337,0.9915730337078652
0.7827050997782705,0.9915730337078652
0.7844444444444445,0.9915730337078652
0.7853170189098999,0.9915730337078652
0.7861915367483296,0.9915730337078652
0.7870680044593088,0.9915730337078652
0.7879464285714286,0.9915730337078652
0.788826815642458,0.9915730337078652
0.7897091722595079,0.9915730337078652
0.7921348314606742,0.9901685393258427
0.793918918918919,0.9901685393258427
0.7936865839909808,0.9887640449438202
0.7945823927765236,0.9887640449438202
0.7954802259887006,0.9887640449438202
0.796149490373726,0.9873595505617978
0.7970521541950113,0.9873595505617978
0.7979568671963677,0.9873595505617978
0.8015963511972634,0.9873595505617978
0.8013698630136986,0.9859550561797753
0.8041237113402062,0.9859550561797753
0.8059701492537313,0.9859550561797753
0.8087557603686636,0.9859550561797753
0.8115606936416185,0.9859550561797753
0.8125,0.9859550561797753
0.813441483198146,0.9859550561797753
0.8153310104529616,0.9859550561797753
0.8172293364377182,0.9859550561797753
0.8200934579439252,0.9859550561797753
0.8210526315789474,0.9859550561797753
0.8229777256740914,0.9859550561797753
0.8249118683901293,0.9859550561797753
0.8258823529411765,0.9859550561797753
0.8288075560802833,0.9859550561797753
0.8297872340425532,0.9859550561797753
0.8307692307692308,0.9859550561797753
0.8315539739027283,0.9845505617977528
0.8323424494649228,0.9831460674157303
0.8333333333333334,0.9831460674157303
0.834326579261025,0.9831460674157303
0.8353221957040573,0.9831460674157303
0.8363201911589009,0.9831460674157303
0.8373205741626795,0.9831460674157303
0.8393285371702638,0.9831460674157303
0.8411552346570397,0.9817415730337079
0.841978287092883,0.9803370786516854
0.8440145102781137,0.9803370786516854
